"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
2BNHDRDL,journalArticle,2025,"Tanis, Z.; Durusu, A.",Cooperative Behaviors and Multienergy Coupling Through Distributed Energy Storage in the Peer-to-Peer Market Mechanism,IEEE Access,,,10.1109/ACCESS.2025.3529205,https://www.scopus.com/pages/publications/85215583979?origin=resultslist,2025,2026-05-12 02:50:09,2026-06-11 02:54:51,,12081-12102,,,13,,,,,,,,,,,,,Scopus,,,,,,,Optimization; Renewable energy; Energy storage; Peer-to-peer computing; Distributed energy; Costs; Block-chain; Blockchain; Clean energy; Distributed energy storage systems; market-based consortium blockchain; Market-based consortium blockchain; Marketplaces; Multi-energy systems; Multienergy; multienergy coupling; Multienergy coupling; Nash bargaining; Nonlinear programming; Peer to peer; peer-to-peer; Storage virtualization; storage virtualization model; Storage virtualization model; OPERATION; Renewable energy sources; Electricity; Resource management; Couplings; Pricing; Resistance heating; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VX35U3AZ,journalArticle,2024,"Xiong, L.; Tang, Y.; Liu, C.; Mao, S.; Meng, K.; Dong, Z.; Qian, F.",Interpretable Deep Reinforcement Learning for Optimizing Heterogeneous Energy Storage Systems,IEEE Transactions on Circuits and Systems I: Regular Papers,,,10.1109/TCSI.2023.3340026,https://www.scopus.com/pages/publications/85180355521?origin=resultslist,2024,2026-05-12 02:50:09,2026-07-10 03:53:46,,910-921,,2,71,,,,,,,,,,,,,Scopus,,,,,,,Electric batteries; Power markets; Reinforcement learning; Reinforcement learnings; Decision making; Deep learning; Deep reinforcement learning; Energy storage; deep reinforcement learning; Storage systems; Costs; Battery; Cost functions; Cost-function; Decisions makings; Discharge (electric); Electric discharges; Energy utilization; Heterogeneous energy storage system; Heterogeneous energy storage systems; Hydrogen storage; Interpretability; pre-hoc interpretability; Pre-hoc interpretability; NAND FLASH; Batteries; Degradation; Cost function; Discharges (electric); Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHKF8X8S,journalArticle,2025,"Çelik, D.; Khan, M.A.; Khosravi, N.; Waseem, M.; Ahmed, H.",A review of energy storage systems for facilitating large-scale EV charger integration in electric power grid,Journal of Energy Storage,,,10.1016/j.est.2025.115496,https://www.scopus.com/pages/publications/85216205296?origin=resultslist,2025,2026-05-12 02:50:09,2026-06-14 12:52:03,,,,,112,,,,,,,,,,,,,Scopus,,,,,,,Microgrids; Electric vehicles; Flow batteries; Energy storage system; Storage systems; Energy; Power; Electric load flow; Electric load management; Benchmarking; Six sigma; Voltage scaling; Vehicle to grids; Active filters; All-pass filters; Associative storage; Bandpass filters; Butterworth filters; Chebyshev filters; Compact disks; Damage detection; Digital filters; Electric power plant loads; Electronic Waste; Elliptic filters; Empowerment of personnel; Energy management strategies; Energy management strategy; Energy storage systems; High pass filters; Large-scales; Low pass filters; Management strategies; Model predictive control; Notch filters; Overhead lines; Passive filters; Plug-in electric vehicles; Plug-in hybrid vehicles; Plug-ins; Power quality; Solar power generation; Solid-State Batteries; Switched filters; Vehicle-to-grid; Virtual storage; Wavelet transforms; DISTRIBUTION NETWORKS; HIGH PENETRATION; HYBRID; MANAGEMENT STRATEGY; MODEL-PREDICTIVE CONTROL; OF-THE-ART; OPTIMIZATION; SMART GRIDS; VEHICLE; VOLTAGE UNBALANCE; E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YC4REFKL,conferencePaper,2021,"Krishnamoorthy, G.; Dubey, A.; Gebremedhin, A.H.",Reinforcement Learning for Battery Energy Storage Dispatch augmented with Model-based Optimizer,,,,10.1109/SmartGridComm51999.2021.9632292,https://www.scopus.com/pages/publications/85123951767?origin=resultslist,2021,2026-05-12 02:50:09,2026-06-11 05:15:55,,289-294,,,,,,,,,,,,,,,,Scopus,,,,,,,Battery storage; Electric batteries; Learning algorithms; Learning systems; reinforcement learning; Reinforcement learning; Reinforcement learnings; Deep learning; Electric load dispatching; Approximation algorithms; Frequency regulations; Electric power transmission networks; Electric load flow; Smart power grids; Reinforcement learning algorithms; distribution aggregator; Distribution aggregator; Distribution levels; frequency regulation; imitation learning; Imitation learning; Model-based OPC; Optimal power flow problem; Optimizers; Physics-based models; VOLTAGE CONTROL; Mathematical models; REACTIVE POWER; Optimization methods; Computational modeling; Power distribution; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2021 IEEE International Conference on Communications, Control, and Computing Technologies for Smart Grids, SmartGridComm 2021",,,,,,,,,,,,,,,
9HPVSJZ2,journalArticle,2021,"Miao, Y.; Chen, T.; Bu, S.; Liang, H.; Han, Z.",Co-optimizing battery storage for energy arbitrage and frequency regulation in real-time markets using deep reinforcement learning,Energies,,,10.3390/en14248365,https://www.scopus.com/pages/publications/85121240926?origin=resultslist,2021,2026-05-12 02:50:09,2026-07-10 04:23:46,,,,24,14,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage systems; Battery storage; Digital storage; Electric batteries; Markov processes; Reinforcement learning; Uncertainty; Battery energy storage; Behavioral research; Decision making; Deep learning; Frequency regulation; Frequency regulations; Deep reinforcement learning; Commerce; deep reinforcement learning; Renewable energy resources; battery energy storage; frequency regulation; Clustering algorithms; Energy arbitrage; Energy arbitrages; Frequency regulation services; Real-time market; Renewable energy generation; Time-scales; real-time market; energy arbitrage; OPTIMIZATION; MANAGEMENT; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RQJR6T8B,journalArticle,2025,"Ma, Y.; Hu, Z.; Song, Y.",Stability-Guaranteed Optimization of Adaptive Primary and Secondary Frequency Control Strategies Considering Flexible Resources,IEEE Transactions on Power Systems,,,10.1109/TPWRS.2025.3574064,https://www.scopus.com/pages/publications/105006817600?origin=resultslist,2025,2026-05-12 02:50:09,2026-06-11 05:37:10,,5144-5157,,6,40,,,,,,,,,,,,,Scopus,,,,,,,Optimization; Reinforcement learnings; Solar energy; Frequency regulations; deep reinforcement learning; Control logic; Control parameters; Control performance; Control system stability; Electric variables control; flexible resources; Flexible resources; Frequency stability; Primary frequencies; Primary frequency regulation; Robustness (control systems); secondary frequency regulation; Secondary frequency regulation; Stability criteria; System frequency; Frequency control; Power system stability; Load modeling; Analytical models; AUTOMATIC-GENERATION CONTROL; Biological system modeling; CONTROL-SYSTEMS; DISPATCH; DROOP; Logic; Resource management; Thermal stability; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3TES9K,conferencePaper,2025,"Sun, H.; Xu, Y.; Xia, Y.; Xie, D.; Zhang, R.",A Learning based Bidding Strategy for Energy Arbitrage of Battery Energy Storage Systems in Day-Ahead Electricity Market,,,,10.1109/ISGTAsia63446.2025.11431285,https://www.scopus.com/pages/publications/105036383046?origin=resultslist,2025,2026-05-12 02:50:09,2026-07-10 05:13:45,,96-100,,,,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage system; Battery energy storage systems; Digital storage; Electricity prices; Power markets; Reinforcement learnings; Uncertainty; Decision making; Secondary batteries; Bidding strategy; Deep reinforcement learning; deep reinforcement learning; Costs; Energy arbitrages; bidding strategy; Data driven decision; day-ahead electricity market; Day-ahead electricity market; Decision-making frameworks; Long short-term memory; Market participations; Market uncertainty; Electricity supply industry; Convergence; Training; Asia; Long short term memory; Smart grids; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025 IEEE PES Innovative Smart Grid Technologies - Asia, ISGT Asia 2025",,,,,,,,,,,,,,,
CM4358NQ,journalArticle,2026,"Yu, S.; Zheng, X.; Shi, T.; Chen, R.; Xue, S.; Cao, H.",Order-Based Heterogeneous Agents Reinforcement Learning Method With the Coordination of Distribution Network and Transmission Network for Load Frequency Control,IEEE Transactions on Power Systems,,,10.1109/TPWRS.2025.3598951,https://www.scopus.com/pages/publications/105013244657?origin=resultslist,2026,2026-05-12 02:50:09,2026-06-11 05:00:43,,413-424,,1,41,,,,,,,,,,,,,Scopus,,,,,,,Markov processes; Reinforcement learnings; Solar energy; Photovoltaics; Energy storage; Energy; Data storage equipment; Electric power distribution; Reactive power; Electric frequency control; Heuristic algorithms; Load frequency control; Load-frequency control; Distributed energy; distribution network and transmission network coordination; Distribution network and transmission network coordination; Electric load distribution; Heterogeneous agent reinforcement learning; Heterogeneous agents; heterogeneous agents reinforcement learning (HARL); Network coordinations; photovoltaic and energy storage coordinated dispatch; Photovoltaic and energy storage coordinated dispatch; Transmissions; update sequence selector; Update sequence selector; Frequency control; Power system dynamics; Power system stability; Convergence; Distribution networks; Load modeling; Mathematical models; Training; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAG5RXHE,journalArticle,2024,,"2024 IEEE Power and Energy Society General Meeting, PESGM 2024",IEEE Power and Energy Society General Meeting,,,,https://www.scopus.com/pages/publications/85207465341?origin=resultslist,2024,2026-05-12 02:50:09,2026-06-11 07:03:14,,,,,,,,,,,,,,,,,,Scopus,,,,,,,E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D5G3UPTB,conferencePaper,2022,"Selim, A.",Optimal Scheduled Control Operation of Battery Energy Storage System using Model-Free Reinforcement Learning,,,,10.1109/iSPEC54162.2022.10033035,https://www.scopus.com/pages/publications/85148630144?origin=resultslist,2022,2026-05-12 02:50:09,2026-06-18 02:20:44,,,,,,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage system; Battery energy storage systems; Battery storage; Digital storage; Learning algorithms; Learning systems; Markov processes; Reinforcement learning; Reinforcement learnings; Battery management systems; Secondary batteries; Charging (batteries); Electric power system control; State of charge; States of charges; Battery operation; Control optimization; Domestic appliances; Grid power; Model free; Model-free; Power set; Power sharing; Setpoints; Training; Pricing; Optimal control; Optimal scheduling; Supercomputers; Tariffs; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proceedings - 2022 IEEE Sustainable Power and Energy Conference, iSPEC 2022",,,,,,,,,,,,,,,
728J9TMP,journalArticle,2022,"Anwar, M.; Wang, C.; De Nijs, F.; Wang, H.",Proximal Policy Optimization Based Reinforcement Learning for Joint Bidding in Energy and Frequency Regulation Markets,,,,10.1109/PESGM48719.2022.9917082,https://www.scopus.com/pages/publications/85141539705?origin=resultslist,2022,2026-05-12 02:50:09,2026-06-16 02:19:13,,,,,2022-July,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage systems; Digital storage; Learning algorithms; Markov processes; Power markets; Reinforcement learning; Reinforcement learnings; Deep learning; Profitability; Ancillary services markets; Frequency regulations; Electric power transmission networks; Electric energy storage; Regulation; Heuristic algorithms; Decarbonisation; Energy markets; Energy regulation; Policy optimization; Regulation markets; Spot market; Electricity supply industry; Renewable energy sources; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCHRL9FZ,journalArticle,2025,"Sage, M.; Al Handawi, K.; Zhao, Y.F.",Deep reinforcement learning for joint dispatch of battery storage and gas turbines in renewable-powered microgrids,Energy and AI,,,10.1016/j.egyai.2025.100653,https://www.scopus.com/pages/publications/105023216571?origin=resultslist,2025,2026-05-12 02:50:09,2026-06-11 06:37:27,,,,,22,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage systems; Battery storage; Digital storage; Reinforcement learning; Reinforcement learnings; Battery energy storage; Deep learning; Electric load dispatching; Microgrids; Renewable energies; Secondary batteries; Data based controls; Data-based control; Economic dispatch; Economic Dispatch; Renewable energy; Energy policy; Microgrid; Hybrid power; Costs; Gas turbine; Joint dispatches; Ramp up; Up-time; SYSTEM; WIND; REANALYSIS; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBHUZ6Q6,journalArticle,2024,,"2024 56th North American Power Symposium, NAPS 2024","2024 56th North American Power Symposium, NAPS 2024",,,,https://www.scopus.com/pages/publications/85212149259?origin=resultslist,2024,2026-05-12 02:50:09,2026-06-11 07:03:15,,,,,,,,,,,,,,,,,,Scopus,,,,,,,E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UXRCXTJL,journalArticle,2026,"Ketjoy, N.; Muna, Y.B.; Kaewpanha, M.; Chamsa-ard, W.; Suriwong, T.; Termritthikun, C.",Grid-Scale Battery Energy Storage and AI-Driven Intelligent Optimization for Techno-Economic and Environmental Benefits: A Systematic Review,Batteries,,,10.3390/batteries12010031,https://www.scopus.com/pages/publications/105028491983?origin=resultslist,2026,2026-05-12 02:50:09,2026-06-12 09:30:40,,,,1,12,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage systems; Battery storage; Digital storage; Learning algorithms; Learning systems; Deep learning; Secondary batteries; Renewable energy; Electric power system stability; Energy policy; Cost effectiveness; Electric power system economics; battery energy storage systems; artificial intelligence; Balancing; Emission control; emission reduction; Emission reduction; energy transition; Energy transition; Energy transitions; environmental impact assessment; grid flexibility and resilience; Grid flexibility and resilience; Grid scale; Impact assessments; Intelligent optimization; renewable energy integration; Renewable energy integrations; Sustainable development; Systematic Review; Techno-economics; CHALLENGES; PREDICTION; TECHNOLOGIES; E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKS5IATF,conferencePaper,2025,"Bohara, B.; Krishnamoorthy, H.S.",Learning to Arbitrage Battery Energy Storage using Deep Q-Networks with Hyperparameter Tuning,,,,10.1109/INTELEC63987.2025.11214751,https://www.scopus.com/pages/publications/105022432783?origin=resultslist,2025,2026-05-12 02:50:09,2026-07-10 03:43:21,,120-125,,,,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage system; Battery energy storage systems; Battery storage; Power markets; Reinforcement learning; Reinforcement learnings; Battery energy storage; Deep learning; Reinforcement Learning; Secondary batteries; Profitability; Deep reinforcement learning; Charging (batteries); Electric power transmission networks; Electric power system stability; Data storage equipment; Battery Energy Storage System; Charge storage; Costs; Deep Q-network; Energy arbitrages; Energy markets; Curve fitting; Deep Q-Networks (DQN); Electric industry; Energy Arbitrage; Energy Market; Hyper-parameter; Hyperparameter tuning; Hyperparameter Tuning; Integer programming; Learning-based approach; Outages; Performance; Real-time systems; Electricity; Power system stability; Training; Batteries; Stability analysis; Robustness; Tuning; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"INTELEC, International Telecommunications Energy Conference (Proceedings)",,,,,,,,,,,,,,,
WJXAV8BS,journalArticle,2023,,"37th Annual Conference on Power System and Automation in Chinese Universities, CUS-EPSA 2022",Lecture Notes in Electrical Engineering,,,,https://www.scopus.com/pages/publications/85161445040?origin=resultslist,2023,2026-05-12 02:50:09,2026-06-11 07:03:20,,,,,1030 LNEE,,,,,,,,,,,,,Scopus,,,,,,,E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPYGUBTI,conferencePaper,2023,"Lu, Y.; Liu, L.; Zhang, Y.; Zou, S.; Liang, X.; Bao, T.",Optimal Design of Energy Storage System Assisted AGC Frequency Regulation Based on DDPG Algorithm,,,,10.1109/ICPST56889.2023.10165606,https://www.scopus.com/pages/publications/85165703432?origin=resultslist,2023,2026-05-12 02:50:09,2026-06-11 04:35:27,,819-826,,,,,,,,,,,,,,,,Scopus,,,,,,,Battery storage; Electric batteries; Reinforcement learning; Reinforcement learnings; Deep learning; Frequency regulations; Deep reinforcement learning; deep reinforcement learning; energy storage system; Energy storage system; Storage systems; Electric loads; Electric power system control; Controllers; Deep deterministic policy gradient; Deterministics; Electric control equipment; Electric frequency control; Load-frequency control; Policy gradient; deep deterministic policy gradient; frequency regulation; Electric power system interconnection; Equivalent circuits; Frequency control mode; LFC mode; Load frequency control mode; Press load control; Proportional control systems; Three term control systems; Two term control systems; Power system stability; Batteries; Simulation; Frequency modulation; Integrated circuit interconnections; Integrated circuit modeling; Perturbation methods; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2023 IEEE International Conference on Power Science and Technology, ICPST 2023",,,,,,,,,,,,,,,
M4ZEP5RS,conferencePaper,2026,"Wang, B.; Huang, J.; Yan, J.; Hong, Y.; Wang, K.; Yang, J.",Optimal Scheduling Strategy of Wind-Thermal-Storage Multi-Energy Complementary System Based on Deep Reinforcement Learning,,,,10.1109/ICPEGE67691.2026.11451305,https://www.scopus.com/pages/publications/105037433778?origin=resultslist,2026,2026-05-12 02:50:09,2026-08-15 02:34:50,,83-87,,,,,,,,,,,,,,,,Scopus,,,,,,,Batteries; Complementary systems; Costs; Deep reinforcement learning; Deep Reinforcement Learning; Electric load dispatching; Feature extraction; Fluctuations; Heat storage; Hybrid power systems; Multi energy; Optimal scheduling; Optimal scheduling strategies; Optimization; Power; Power system stability; Reinforcement learnings; Renewable energies; Renewable energy; system scheduling; System scheduling; Thermal storage; Wind power; Wind power generation; Wind turbines; wind-fire-storage hybrid system; Wind-fire-storage hybrid system; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026 IEEE International Conference on Power, Electronics and Green Energy, ICPEGE 2026",,,,,,,,,,,,,,,
F8RN7D9Q,conferencePaper,2024,"Liu, J.; Yan, H.; Sun, G.; Wang, J.; Lu, C.; Wen, F.",Operation Optimization of Wind-Energy and Storage Combined Systems: A Study on Synergizing Multifaceted Application Values of Energy Storage,,,,10.1109/ICOPESA61191.2024.10743542,https://www.scopus.com/pages/publications/85211502212?origin=resultslist,2024,2026-05-12 02:50:09,2026-06-11 04:33:03,,585-590,,,,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage system; Battery energy storage systems; Battery storage; Optimization; Power markets; Reinforcement learning; Reinforcement learnings; Deep reinforcement learning; Scheduling; Energy storage system; Storage systems; Energy; Heuristic algorithms; Policy optimization; Electric industry; Battery Energy Storage System (BESS); Combined system; Deep Reinforcement Learning (DRL); Energy Storage System (ESS); Gated recurrent unit; Gated Recurrent Unit (GRU); Proximal policy optimization; Proximal Policy Optimization (PPO); Wind-energy and storage combined system; Wind-energy and Storage Combined System (WSCS); Windmill; Electricity supply industry; Real-time systems; Renewable energy sources; Economics; Wind energy; Prevention and mitigation; Simulation; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024 8th International Conference on Power Energy Systems and Applications, ICoPESA 2024",,,,,,,,,,,,,,,
8LIXQLPX,journalArticle,2025,"Mantani, T.; Hoshino, H.; Furutani, E.",Optimal Battery Sizing for Real-Time Renewable Energy Bidding Based on Reinforcement Learning,"IEEE Transactions on Energy Markets, Policy and Regulation",,,10.1109/TEMPR.2025.3645733,https://www.scopus.com/pages/publications/105025660948?origin=resultslist,2025,2026-05-12 02:50:09,2026-06-14 12:48:59,,,,,,,,,,,,,,,,,,Scopus,,,,,,,Battery storage; Optimization; Reinforcement learnings; Uncertainty; Battery management systems; Decision making; Renewable energies; Secondary batteries; Stochastic systems; Investments; Commerce; deep reinforcement learning; Variable renewable energies; Real-time market; Battery capacity; Battery sizing; Computational efficiency; multi-scale optimization; Multi-scale optimization; Real- time; real-time market; Stochastic programming; Stochastics; uncertainty; Real-time systems; Renewable energy sources; Mathematical models; Training; Biological system modeling; Batteries; Numerical models; Computational modeling; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMHKKM94,conferencePaper,2023,"Li, J.; Wang, C.; Wang, H.",Optimal Energy Storage Scheduling for Wind Curtailment Reduction and Energy Arbitrage: A Deep Reinforcement Learning Approach,,,,10.1109/PESGM52003.2023.10253181,https://www.scopus.com/pages/publications/85174744258?origin=resultslist,2023,2026-05-12 02:50:09,2026-06-20 08:56:35,,,,,2023-July,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage systems; Battery storage; Digital storage; Reinforcement learning; Reinforcement learnings; Wind power; Deep learning; Deep reinforcement learning; Commerce; Energy arbitrages; Spot market; % reductions; Climate change; Electric utilities; energy arbitrage; Losses; spot market; wind curtailment; Wind curtailment; Wind farm; Wind generation; wind-battery system; Wind-battery systems; SYSTEMS; UNITS; Renewable energy sources; Economics; Wind energy; Simulation; Wind energy generation; wind curtailment.; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Power and Energy Society General Meeting,,,,,,,,,,,,,,,
4RB2Z26Q,conferencePaper,2025,"Neves, C.S.; Čović, N.; Cremer, J.L.",Learning to control a battery through reinforcement: Balancing lifetime and profit,,,,10.1109/PowerTech59965.2025.11180449,https://www.scopus.com/pages/publications/105019305718?origin=resultslist,2025,2026-05-12 02:50:09,2026-07-10 03:42:39,,,,,,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage system; Battery energy storage systems; Battery storage; reinforcement learning; Reinforcement learning; Reinforcement learnings; Artificial intelligence; Battery management systems; Secondary batteries; Profitability; energy storage system; Energy storage system; Storage systems; Energy; Battery degradation; State of charge; State of health; Costs; battery degradation; Energy utilization; Energy arbitrages; energy arbitrage; Battery lifetime; Energy use; state of health; Batteries; Degradation; ELECTRIC VEHICLE-BATTERIES; Control systems; Lead acid batteries; Semisupervised learning; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025 IEEE Kiel PowerTech, PowerTech 2025",,,,,,,,,,,,,,,
93CU6Q9B,journalArticle,2023,"Lin, F.J.; Liao, J.C.; Zhang, Y.M.; Huang, Y.C.",Optimal Economic Dispatch and Power Generation for Microgrid Using Novel Lagrange Multipliers-Based Method With HIL Verification,IEEE Systems Journal,,,10.1109/JSYST.2023.3283996,https://www.scopus.com/pages/publications/85162860362?origin=resultslist,2023,2026-05-12 02:50:09,2026-06-11 04:36:23,,4533-4544,,3,17,,,,,,,,,,,,,Scopus,,,,,,,Battery management systems; Deep learning; Electric load dispatching; Microgrids; Power control; Economic dispatch; Economic Dispatch; Charging (batteries); microgrid; Microgrid; Electric load flow; Reactive power; Renewable energy resources; State of charge; States of charges; Costs; Energy management systems; Digital signal processors; Embedded systems; Energy management system; energy management system (EMS); Generator; Hardware in the loop  mechanism; hardware in the loop (HIL) mechanism; Hardware in the loops; Hardware-in-the-loop simulation; Lagrange multipliers; Particle swarm optimization (PSO); Power- generations; Real - Time system; Real time systems; Signal processing; Generators; Real-time systems; SYSTEMS; MANAGEMENT; ALGORITHM; FLOW; Power generation; Turbines; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FU8LXE5J,journalArticle,2026,"Valiev, K.; Ikromov, S.; Kim, Y.","A Study of Reinforcement Learning Framework for Energy Management in Smart Grids: Integrating Market Trading, Load Forecasting, and Vertical Agents",Journal of Korean Institute of Communications and Information Sciences,,,10.7840/kics.2026.51.2.324,https://www.scopus.com/pages/publications/105034274759?origin=resultslist,2026,2026-05-12 02:50:09,2026-08-15 02:35:10,,324-347,,2,51,,,,,,,,,,,,,Scopus,,,,,,,Battery Energy Storage System; Energy Management; Large Language Models; Proximal Policy Optimization; Reinforcement Learning; Not retrieved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICTBVVIS,conferencePaper,2025,"Bhatakar, P.; Viyanwar, K.; Dandekar, P.; Chaudhari, I.",Adaptive Hierarchical Deep Reinforcement Learning with Meta Learning for Health-Aware Multi-Service Battery Energy Storage Systems in Dynamic Electricity Markets,,,,10.1109/NPEC66512.2025.11450246,https://www.scopus.com/pages/publications/105037444065?origin=resultslist,2025,2026-05-12 02:50:09,2026-07-10 04:53:54,,,,,,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage systems; Battery storage; Digital storage; Power markets; Reinforcement learning; Reinforcement learnings; Battery energy storage; Battery management systems; Deep learning; Deep reinforcement learning; Battery degradation; Solid-State Batteries; Energy markets; Electric industry; Deep Reinforcement Learning; Battery Degradation; Battery Energy Storage; Capacity fade; Energy Markets; Grid stability; Hierarchical control; Hierarchical Control; Hierarchical systems; Industrial electronics; Lithium; Lithium-ion batteries; Meta-Learning; Metalearning; Multi-services; Electricity supply industry; Real-time systems; Adaptation models; Power system stability; Thermal stability; Batteries; Degradation; Stability analysis; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Power Electronics Conference, NPEC 2025",,,,,,,,,,,,,,,
4NCQQN24,conferencePaper,2021,"Mujeeb, A.; Ali, M.; Mu, C.; Rasheed, N.; Khan, T.; Ullah, H.",Impact of Impulsive load Scenario on Isolated Mini-Grid and its Neutralization with BESS,,,,10.1109/ICECube53880.2021.9628210,https://www.scopus.com/pages/publications/85123783516?origin=resultslist,2021,2026-05-12 02:50:09,2026-06-14 12:48:34,,,,,,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage system; Battery energy storage systems; Battery storage; Reinforcement learning; Reinforcement learnings; Solar energy; Decision making; Electric power transmission networks; Energy utilization; Battery Energy Storage System (BESS); Distributed generator; Distributed generators; Distributed Generators (DG's); Impulsive loads; MATLAB; Mini grids; Reinforcement Learning (RL); Renewable generator; Renewable Generator (RG's); Renewable generators; Generators; Analytical models; Wind energy; Distributed Generators (DG’s); Renewable Generator (RG’s); Smoothing methods; Supply and demand; Switches; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2021 International Conference on Computing, Electronic and Electrical Engineering, ICE Cube 2021 - Proceedings",,,,,,,,,,,,,,,
U2IZD6CQ,journalArticle,2024,"Upadhyay, S.; Ahmed, I.; Mihet-Popa, L.",Energy Management System for an Industrial Microgrid Using Optimization Algorithms-Based Reinforcement Learning Technique,Energies,,,10.3390/en17163898,https://www.scopus.com/pages/publications/85202433927?origin=resultslist,2024,2026-05-12 02:50:09,2026-07-10 04:14:42,,,,16,17,,,,,,,,,,,,,Scopus,,,,,,,Reinforcement learning; Reinforcement learnings; Decision making; Energy; Microgrid; Optimisations; BESS; Costs; Clean energy; EMS; Energy-consumption; optimization algorithm; Optimization algorithms; peak shaving; Peak-shaving; PPO; price arbitrage; Price arbitrage; FRAMEWORK; SCHEME; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
